fault_id,vehicle_type,system,symptom,fault_name,obd_code,confidence,severity,required_parts,estimated_time_hours,estimated_cost_range,fix_procedure,common_vehicles
F0092,Car,Transmission,oil spots under car from gearbox area,Gearbox Oil Seal Leak,,0.8,Medium,P-039,3,2000-4000,Identify leak location. Replace output shaft seal or input shaft seal as needed. Top up gear oil to correct level. Clean gearbox exterior.,"Maruti Dzire,Hyundai Verna,Honda City,Toyota Glanza"
F0093,Car,Transmission,gear oil dripping from transmission housing,Gearbox Oil Seal Leak,,0.8,Medium,P-039,3,2000-4000,Identify leak location. Replace output shaft seal or input shaft seal as needed. Top up gear oil to correct level. Clean gearbox exterior.,"Maruti Dzire,Hyundai Verna,Honda City,Toyota Glanza"
F0094,Car,Transmission,automatic transmission slipping between gears,Automatic Transmission Fluid Low or Degraded,"P0700,P0730",0.83,High,P-040,2,3000-6000,Check ATF level and condition. Drain and replace transmission fluid and filter. Check for leaks at pan gasket. Clear transmission codes.,"Hyundai Creta AT,Kia Seltos AT,Honda City CVT,Maruti Brezza AT"
F0095,Car,Transmission,auto car jerking when shifting gears,Automatic Transmission Fluid Low or Degraded,"P0700,P0730",0.83,High,P-040,2,3000-6000,Check ATF level and condition. Drain and replace transmission fluid and filter. Check for leaks at pan gasket. Clear transmission codes.,"Hyundai Creta AT,Kia Seltos AT,Honda City CVT,Maruti Brezza AT"
F0096,Car,Transmission,delayed gear engagement in automatic car,Automatic Transmission Fluid Low or Degraded,"P0700,P0730",0.83,High,P-040,2,3000-6000,Check ATF level and condition. Drain and replace transmission fluid and filter. Check for leaks at pan gasket. Clear transmission codes.,"Hyundai Creta AT,Kia Seltos AT,Honda City CVT,Maruti Brezza AT"
F0097,Car,Transmission,CVT transmission juddering at low speed,CVT Belt or Fluid Degradation,P0868,0.81,High,P-041,3,8000-15000,Drain CVT fluid and replace with manufacturer specified fluid. If judder persists inspect CVT belt and pulleys. Calibrate CVT control unit.,"Honda City CVT,Honda Amaze CVT,Maruti Baleno CVT,Nissan Magnite CVT"
F0098,Car,Transmission,continuous variable transmission vibrating and shuddering,CVT Belt or Fluid Degradation,P0868,0.81,High,P-041,3,8000-15000,Drain CVT fluid and replace with manufacturer specified fluid. If judder persists inspect CVT belt and pulleys. Calibrate CVT control unit.,"Honda City CVT,Honda Amaze CVT,Maruti Baleno CVT,Nissan Magnite CVT"
F0099,Car,Transmission,CVT making whining noise with judder,CVT Belt or Fluid Degradation,P0868,0.81,High,P-041,3,8000-15000,Drain CVT fluid and replace with manufacturer specified fluid. If judder persists inspect CVT belt and pulleys. Calibrate CVT control unit.,"Honda City CVT,Honda Amaze CVT,Maruti Baleno CVT,Nissan Magnite CVT"
F0100,SUV,Transmission,noise from differential area humming at speed,Differential Bearing Wear,,0.8,High,P-042,5,6000-12000,Raise vehicle and check for differential play. Drain diff oil and inspect for metal particles. Replace worn bearings and seals. Refill with correct oil.,"Mahindra Scorpio,Toyota Fortuner,Tata Safari,Mahindra Thar"
F0101,SUV,Transmission,humming or howling noise from rear axle,Differential Bearing Wear,,0.8,High,P-042,5,6000-12000,Raise vehicle and check for differential play. Drain diff oil and inspect for metal particles. Replace worn bearings and seals. Refill with correct oil.,"Mahindra Scorpio,Toyota Fortuner,Tata Safari,Mahindra Thar"
F0102,SUV,Transmission,vibration and noise from rear differential increasing with speed,Differential Bearing Wear,,0.8,High,P-042,5,6000-12000,Raise vehicle and check for differential play. Drain diff oil and inspect for metal particles. Replace worn bearings and seals. Refill with correct oil.,"Mahindra Scorpio,Toyota Fortuner,Tata Safari,Mahindra Thar"
F0103,SUV,Transmission,driveshaft vibration at highway speed,Driveshaft Universal Joint Failure,,0.82,Medium,P-043,2,2000-4000,Inspect U-joints for play and rust. Replace worn universal joints. Check driveshaft balance. Inspect center bearing if applicable.,"Mahindra Scorpio,Toyota Innova,Tata Safari,Mahindra Bolero"
F0104,SUV,Transmission,vibration from underneath car at 80 kmph and above,Driveshaft Universal Joint Failure,,0.82,Medium,P-043,2,2000-4000,Inspect U-joints for play and rust. Replace worn universal joints. Check driveshaft balance. Inspect center bearing if applicable.,"Mahindra Scorpio,Toyota Innova,Tata Safari,Mahindra Bolero"
F0105,SUV,Transmission,shuddering from driveshaft during acceleration,Driveshaft Universal Joint Failure,,0.82,Medium,P-043,2,2000-4000,Inspect U-joints for play and rust. Replace worn universal joints. Check driveshaft balance. Inspect center bearing if applicable.,"Mahindra Scorpio,Toyota Innova,Tata Safari,Mahindra Bolero"
F0106,Car,Transmission,reverse gear not engaging grinding when selecting reverse,Reverse Idler Gear Wear,,0.78,Medium,P-044,6,5000-9000,Wait for gearbox to stop rotating before engaging reverse. If still grinding remove gearbox and inspect reverse idler gear and fork. Replace worn parts.,"Maruti Swift,Hyundai i20,Tata Nexon,Honda Amaze"
F0107,Car,Transmission,difficult to get reverse gear,Reverse Idler Gear Wear,,0.78,Medium,P-044,6,5000-9000,Wait for gearbox to stop rotating before engaging reverse. If still grinding remove gearbox and inspect reverse idler gear and fork. Replace worn parts.,"Maruti Swift,Hyundai i20,Tata Nexon,Honda Amaze"
F0108,Car,Transmission,reverse gear makes noise when engaging,Reverse Idler Gear Wear,,0.78,Medium,P-044,6,5000-9000,Wait for gearbox to stop rotating before engaging reverse. If still grinding remove gearbox and inspect reverse idler gear and fork. Replace worn parts.,"Maruti Swift,Hyundai i20,Tata Nexon,Honda Amaze"
F0109,SUV,Transmission,clutch pedal staying down not returning,Clutch Master Cylinder Failure,,0.83,Medium,P-045,2,2500-4500,Check clutch fluid level. Inspect master cylinder for leaks. Bleed clutch hydraulic system. Replace master or slave cylinder if leaking.,"Hyundai Creta,Kia Seltos,Tata Harrier,Mahindra XUV700"
F0110,SUV,Transmission,clutch pedal has no resistance feels spongy,Clutch Master Cylinder Failure,,0.83,Medium,P-045,2,2500-4500,Check clutch fluid level. Inspect master cylinder for leaks. Bleed clutch hydraulic system. Replace master or slave cylinder if leaking.,"Hyundai Creta,Kia Seltos,Tata Harrier,Mahindra XUV700"
F0111,SUV,Transmission,hydraulic clutch not disengaging properly,Clutch Master Cylinder Failure,,0.83,Medium,P-045,2,2500-4500,Check clutch fluid level. Inspect master cylinder for leaks. Bleed clutch hydraulic system. Replace master or slave cylinder if leaking.,"Hyundai Creta,Kia Seltos,Tata Harrier,Mahindra XUV700"
F0112,Car,Brakes,squealing noise when applying brakes,Brake Pads Worn,,0.88,High,"P-046,P-047",1,1500-3000,Remove wheel and caliper. Inspect brake pad thickness. Replace worn pads. Check disc surface condition. Reassemble and bed in new pads.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0113,Car,Brakes,high pitched squeal from brakes when stopping,Brake Pads Worn,,0.88,High,"P-046,P-047",1,1500-3000,Remove wheel and caliper. Inspect brake pad thickness. Replace worn pads. Check disc surface condition. Reassemble and bed in new pads.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0114,Car,Brakes,brakes making squeaking noise every time braking,Brake Pads Worn,,0.88,High,"P-046,P-047",1,1500-3000,Remove wheel and caliper. Inspect brake pad thickness. Replace worn pads. Check disc surface condition. Reassemble and bed in new pads.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0115,Car,Brakes,grinding noise from brakes metal on metal sound,Brake Disc Worn Below Minimum,,0.9,Critical,"P-046,P-047,P-048",2,3000-6000,Remove wheel and caliper. Measure disc thickness with micrometer. Replace disc and pads together. Check caliper slides and pins.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0116,Car,Brakes,brakes making harsh grinding noise,Brake Disc Worn Below Minimum,,0.9,Critical,"P-046,P-047,P-048",2,3000-6000,Remove wheel and caliper. Measure disc thickness with micrometer. Replace disc and pads together. Check caliper slides and pins.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0117,Car,Brakes,scraping metallic sound when pressing brake pedal,Brake Disc Worn Below Minimum,,0.9,Critical,"P-046,P-047,P-048",2,3000-6000,Remove wheel and caliper. Measure disc thickness with micrometer. Replace disc and pads together. Check caliper slides and pins.,"Maruti Swift,Hyundai Creta,Honda City,Tata Nexon"
F0118,Car,Brakes,brake pedal going to floor soft brakes,Air in Brake Lines or Master Cylinder Fail,,0.85,Critical,"P-049,P-050",2,2000-5000,Check brake fluid level. Inspect for leaks at all wheels and lines. Bleed brake system at all four wheels. Replace master cylinder if internal leak.,"Maruti Dzire,Hyundai Verna,Honda Amaze,Tata Tigor"
F0119,Car,Brakes,spongy brake pedal needing extra push to stop,Air in Brake Lines or Master Cylinder Fail,,0.85,Critical,"P-049,P-050",2,2000-5000,Check brake fluid level. Inspect for leaks at all wheels and lines. Bleed brake system at all four wheels. Replace master cylinder if internal leak.,"Maruti Dzire,Hyundai Verna,Honda Amaze,Tata Tigor"
F0120,Car,Brakes,brake pedal feels soft with reduced braking power,Air in Brake Lines or Master Cylinder Fail,,0.85,Critical,"P-049,P-050",2,2000-5000,Check brake fluid level. Inspect for leaks at all wheels and lines. Bleed brake system at all four wheels. Replace master cylinder if internal leak.,"Maruti Dzire,Hyundai Verna,Honda Amaze,Tata Tigor"
F0121,Car,Brakes,car pulling to one side when braking,Brake Caliper Sticking,,0.82,High,P-051,2,3000-5000,Inspect both front calipers for free movement. Clean and lubricate caliper slide pins. Replace sticking caliper. Check brake hose for collapse.,"Maruti Swift,Hyundai i20,Kia Seltos,Tata Altroz"
F0122,Car,Brakes,vehicle veering left or right under braking,Brake Caliper Sticking,,0.82,High,P-051,2,3000-5000,Inspect both front calipers for free movement. Clean and lubricate caliper slide pins. Replace sticking caliper. Check brake hose for collapse.,"Maruti Swift,Hyundai i20,Kia Seltos,Tata Altroz"
F0123,Car,Brakes,uneven braking car drifts to one side,Brake Caliper Sticking,,0.82,High,P-051,2,3000-5000,Inspect both front calipers for free movement. Clean and lubricate caliper slide pins. Replace sticking caliper. Check brake hose for collapse.,"Maruti Swift,Hyundai i20,Kia Seltos,Tata Altroz"
F0124,Car,Brakes,ABS warning light on dashboard,ABS Wheel Speed Sensor Failure,"C0035,C0040",0.84,Medium,P-052,1.5,2500-4500,Read ABS fault codes. Inspect wheel speed sensors and tone rings. Check sensor wiring for damage. Replace faulty sensor. Clear codes.,"Hyundai Creta,Kia Seltos,Tata Nexon,Honda City"
F0125,Car,Brakes,ABS light illuminated brakes still work but no ABS,ABS Wheel Speed Sensor Failure,"C0035,C0040",0.84,Medium,P-052,1.5,2500-4500,Read ABS fault codes. Inspect wheel speed sensors and tone rings. Check sensor wiring for damage. Replace faulty sensor. Clear codes.,"Hyundai Creta,Kia Seltos,Tata Nexon,Honda City"
F0126,Car,Brakes,anti lock braking system warning light active,ABS Wheel Speed Sensor Failure,"C0035,C0040",0.84,Medium,P-052,1.5,2500-4500,Read ABS fault codes. Inspect wheel speed sensors and tone rings. Check sensor wiring for damage. Replace faulty sensor. Clear codes.,"Hyundai Creta,Kia Seltos,Tata Nexon,Honda City"
F0127,SUV,Brakes,brake pedal vibrating when braking at high speed,Brake Disc Warped,,0.85,Medium,P-048,2,2500-4500,Remove wheels and measure disc runout with dial gauge. If runout excessive machine or replace discs. Replace pads. Check hub face for rust.,"Maruti Brezza,Hyundai Creta,Toyota Innova,Mahindra XUV700"
F0128,SUV,Brakes,steering wheel shaking when applying brakes,Brake Disc Warped,,0.85,Medium,P-048,2,2500-4500,Remove wheels and measure disc runout with dial gauge. If runout excessive machine or replace discs. Replace pads. Check hub face for rust.,"Maruti Brezza,Hyundai Creta,Toyota Innova,Mahindra XUV700"
F0129,SUV,Brakes,pulsating brake pedal during hard braking,Brake Disc Warped,,0.85,Medium,P-048,2,2500-4500,Remove wheels and measure disc runout with dial gauge. If runout excessive machine or replace discs. Replace pads. Check hub face for rust.,"Maruti Brezza,Hyundai Creta,Toyota Innova,Mahindra XUV700"
F0130,Car,Brakes,brake fluid leaking near rear wheel,Rear Wheel Cylinder Leak,,0.83,Critical,P-053,2,1500-3000,Inspect rear brake assembly. Identify leaking wheel cylinder. Replace wheel cylinder and brake shoes. Bleed rear brake circuit.,"Maruti Alto,Maruti WagonR,Hyundai i10,Tata Tiago"
F0131,Car,Brakes,wet spot on ground near rear wheel brake area,Rear Wheel Cylinder Leak,,0.83,Critical,P-053,2,1500-3000,Inspect rear brake assembly. Identify leaking wheel cylinder. Replace wheel cylinder and brake shoes. Bleed rear brake circuit.,"Maruti Alto,Maruti WagonR,Hyundai i10,Tata Tiago"
F0132,Car,Brakes,brake fluid dripping from brake line or wheel cylinder,Rear Wheel Cylinder Leak,,0.83,Critical,P-053,2,1500-3000,Inspect rear brake assembly. Identify leaking wheel cylinder. Replace wheel cylinder and brake shoes. Bleed rear brake circuit.,"Maruti Alto,Maruti WagonR,Hyundai i10,Tata Tiago"
F0133,Car,Brakes,handbrake not holding car rolling on slope,Handbrake Cable Stretched,,0.8,Medium,P-054,1,1000-2000,Inspect handbrake cable and mechanism. Adjust cable tension at equalizer. Replace cable if frayed or seized. Check rear shoe adjustment.,"Maruti Swift,Hyundai i20,Honda Amaze,Tata Altroz"
F0134,Car,Brakes,parking brake ineffective car rolls when parked on hill,Handbrake Cable Stretched,,0.8,Medium,P-054,1,1000-2000,Inspect handbrake cable and mechanism. Adjust cable tension at equalizer. Replace cable if frayed or seized. Check rear shoe adjustment.,"Maruti Swift,Hyundai i20,Honda Amaze,Tata Altroz"
F0135,Car,Brakes,handbrake fully pulled but car still moves,Handbrake Cable Stretched,,0.8,Medium,P-054,1,1000-2000,Inspect handbrake cable and mechanism. Adjust cable tension at equalizer. Replace cable if frayed or seized. Check rear shoe adjustment.,"Maruti Swift,Hyundai i20,Honda Amaze,Tata Altroz"
F0136,SUV,Brakes,brakes fading after prolonged use going downhill,Brake Fade - Fluid Boiling,,0.78,High,P-050,1,500-1500,Flush and replace brake fluid with DOT4. Check brake pads for glazing and replace if needed. Inspect discs for heat damage and blue spots.,"Toyota Fortuner,Mahindra Thar,Tata Harrier,Mahindra Scorpio"
F0137,SUV,Brakes,brake pedal getting longer after continuous braking,Brake Fade - Fluid Boiling,,0.78,High,P-050,1,500-1500,Flush and replace brake fluid with DOT4. Check brake pads for glazing and replace if needed. Inspect discs for heat damage and blue spots.,"Toyota Fortuner,Mahindra Thar,Tata Harrier,Mahindra Scorpio"
F0138,SUV,Brakes,brakes losing effectiveness on long downhill drive,Brake Fade - Fluid Boiling,,0.78,High,P-050,1,500-1500,Flush and replace brake fluid with DOT4. Check brake pads for glazing and replace if needed. Inspect discs for heat damage and blue spots.,"Toyota Fortuner,Mahindra Thar,Tata Harrier,Mahindra Scorpio"
F0139,Car,Brakes,brake warning light on dashboard with normal pedal,Low Brake Fluid Level,,0.75,Medium,P-050,0.5,300-800,Check brake fluid reservoir level. Top up with correct specification fluid. Inspect entire brake system for leaks. Check pad wear level.,"Maruti Swift,Hyundai Creta,Honda City,Kia Seltos"
F0140,Car,Brakes,red brake light on instrument cluster,Low Brake Fluid Level,,0.75,Medium,P-050,0.5,300-800,Check brake fluid reservoir level. Top up with correct specification fluid. Inspect entire brake system for leaks. Check pad wear level.,"Maruti Swift,Hyundai Creta,Honda City,Kia Seltos"
F0141,Car,Brakes,brake system warning indicator illuminated,Low Brake Fluid Level,,0.75,Medium,P-050,0.5,300-800,Check brake fluid reservoir level. Top up with correct specification fluid. Inspect entire brake system for leaks. Check pad wear level.,"Maruti Swift,Hyundai Creta,Honda City,Kia Seltos"
F0142,Car,Brakes,rear drum brakes making scraping noise,Drum Brake Shoe Worn,,0.82,Medium,P-055,1.5,1200-2500,Remove rear drums. Inspect shoe lining thickness. Replace shoes and hardware springs. Adjust brake shoes. Check drum surface for scoring.,"Maruti Alto,Maruti WagonR,Hyundai i10,Tata Tiago"
F0143,Car,Brakes,scraping sound from rear wheels while driving,Drum Brake Shoe Worn,,0.82,Medium,P-055,1.5,1200-2500,Remove rear drums. Inspect shoe lining thickness. Replace shoes and hardware springs. Adjust brake shoes. Check drum surface for scoring.,"Maruti Alto,Maruti WagonR,Hyundai i10,Tata Tiago"
F0144,Car,Brakes,continuous light rubbing noise from rear brakes,Drum Brake Shoe Worn,,0.82,Medium,P-055,1.5,1200-2500,Remove rear drums. Inspect shoe lining thickness. Replace shoes and hardware springs. Adjust brake shoes. Check drum surface for scoring.,"Maruti Alto,Maruti WagonR,Hyundai i10,Tata Tiago"
F0145,Car,Brakes,brake hose cracked and swollen,Brake Hose Deterioration,,0.8,Critical,P-056,1,1000-2000,Inspect flexible brake hoses for cracks swelling and leaks. Replace damaged hose. Bleed brake circuit at that wheel. Test brake balance.,"Maruti Swift,Hyundai i20,Toyota Innova,Tata Nexon"
F0146,Car,Brakes,soft brake pedal and one wheel not braking properly,Brake Hose Deterioration,,0.8,Critical,P-056,1,1000-2000,Inspect flexible brake hoses for cracks swelling and leaks. Replace damaged hose. Bleed brake circuit at that wheel. Test brake balance.,"Maruti Swift,Hyundai i20,Toyota Innova,Tata Nexon"
F0147,Car,Brakes,brake response delayed on one wheel,Brake Hose Deterioration,,0.8,Critical,P-056,1,1000-2000,Inspect flexible brake hoses for cracks swelling and leaks. Replace damaged hose. Bleed brake circuit at that wheel. Test brake balance.,"Maruti Swift,Hyundai i20,Toyota Innova,Tata Nexon"
F0148,Car,Electrical,car battery dead wont start in morning,Battery End of Life,,0.85,High,P-057,0.5,4000-8000,Test battery with load tester. Check terminal connections for corrosion. Clean terminals. Replace battery if CCA below specification.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0149,Car,Electrical,battery draining overnight car wont crank,Battery End of Life,,0.85,High,P-057,0.5,4000-8000,Test battery with load tester. Check terminal connections for corrosion. Clean terminals. Replace battery if CCA below specification.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0150,Car,Electrical,car not starting after sitting overnight flat battery,Battery End of Life,,0.85,High,P-057,0.5,4000-8000,Test battery with load tester. Check terminal connections for corrosion. Clean terminals. Replace battery if CCA below specification.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0151,Car,Electrical,battery warning light on while driving,Alternator Failure,P0562,0.86,High,P-058,2,4000-7000,Test alternator output voltage should be 13.8-14.4V. Check belt tension. Replace alternator if output low. Check battery condition also.,"Maruti Baleno,Hyundai Creta,Honda City,Kia Seltos"
F0152,Car,Electrical,charging system warning on dashboard,Alternator Failure,P0562,0.86,High,P-058,2,4000-7000,Test alternator output voltage should be 13.8-14.4V. Check belt tension. Replace alternator if output low. Check battery condition also.,"Maruti Baleno,Hyundai Creta,Honda City,Kia Seltos"
F0153,Car,Electrical,voltmeter showing low voltage while driving,Alternator Failure,P0562,0.86,High,P-058,2,4000-7000,Test alternator output voltage should be 13.8-14.4V. Check belt tension. Replace alternator if output low. Check battery condition also.,"Maruti Baleno,Hyundai Creta,Honda City,Kia Seltos"
F0154,Car,Electrical,headlights dim at idle brighten when revving,Alternator Voltage Regulator Fault,P0562,0.79,Medium,P-058,2,3500-6000,Test alternator voltage output at various RPM. If voltage fluctuates replace voltage regulator or alternator. Check ground connections.,"Maruti Dzire,Hyundai Verna,Tata Altroz,Honda Amaze"
F0155,Car,Electrical,lights flickering while driving,Alternator Voltage Regulator Fault,P0562,0.79,Medium,P-058,2,3500-6000,Test alternator voltage output at various RPM. If voltage fluctuates replace voltage regulator or alternator. Check ground connections.,"Maruti Dzire,Hyundai Verna,Tata Altroz,Honda Amaze"
F0156,Car,Electrical,electrical accessories losing power intermittently,Alternator Voltage Regulator Fault,P0562,0.79,Medium,P-058,2,3500-6000,Test alternator voltage output at various RPM. If voltage fluctuates replace voltage regulator or alternator. Check ground connections.,"Maruti Dzire,Hyundai Verna,Tata Altroz,Honda Amaze"
F0157,Car,Electrical,power window not working one side,Power Window Motor or Regulator Failure,,0.83,Low,P-059,2,2500-5000,Remove door panel. Test window motor with direct power. Check regulator mechanism for broken cable or gear. Replace motor or regulator as needed.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0158,Car,Electrical,window stuck halfway and motor buzzing,Power Window Motor or Regulator Failure,,0.83,Low,P-059,2,2500-5000,Remove door panel. Test window motor with direct power. Check regulator mechanism for broken cable or gear. Replace motor or regulator as needed.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0159,Car,Electrical,electric window going up very slowly or not at all,Power Window Motor or Regulator Failure,,0.83,Low,P-059,2,2500-5000,Remove door panel. Test window motor with direct power. Check regulator mechanism for broken cable or gear. Replace motor or regulator as needed.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0160,Car,Electrical,central locking not working on all doors,Central Locking Actuator Failure,,0.8,Low,P-060,1.5,1500-3000,Test central locking from key fob and interior switch. Identify non-functioning door. Remove door panel and replace door lock actuator motor.,"Maruti Baleno,Hyundai Creta,Kia Seltos,Tata Nexon"
F0161,Car,Electrical,remote key fob not locking unlocking car,Central Locking Actuator Failure,,0.8,Low,P-060,1.5,1500-3000,Test central locking from key fob and interior switch. Identify non-functioning door. Remove door panel and replace door lock actuator motor.,"Maruti Baleno,Hyundai Creta,Kia Seltos,Tata Nexon"
F0162,Car,Electrical,one door not locking with central lock system,Central Locking Actuator Failure,,0.8,Low,P-060,1.5,1500-3000,Test central locking from key fob and interior switch. Identify non-functioning door. Remove door panel and replace door lock actuator motor.,"Maruti Baleno,Hyundai Creta,Kia Seltos,Tata Nexon"
F0163,Car,Electrical,fuse keeps blowing repeatedly for same circuit,Short Circuit in Wiring,,0.78,Medium,P-061,3,1500-4000,Identify the circuit from fuse box diagram. Inspect wiring for damage chafing or exposed copper. Repair or replace damaged wire section. Replace fuse.,"Maruti Swift,Hyundai i20,Honda City,Tata Altroz"
F0164,Car,Electrical,same fuse burning out after replacement,Short Circuit in Wiring,,0.78,Medium,P-061,3,1500-4000,Identify the circuit from fuse box diagram. Inspect wiring for damage chafing or exposed copper. Repair or replace damaged wire section. Replace fuse.,"Maruti Swift,Hyundai i20,Honda City,Tata Altroz"
F0165,Car,Electrical,electrical fuse blowing causing accessory failure,Short Circuit in Wiring,,0.78,Medium,P-061,3,1500-4000,Identify the circuit from fuse box diagram. Inspect wiring for damage chafing or exposed copper. Repair or replace damaged wire section. Replace fuse.,"Maruti Swift,Hyundai i20,Honda City,Tata Altroz"
F0166,Car,Electrical,all dashboard warning lights coming on randomly,Instrument Cluster Fault,,0.77,Medium,P-062,3,3000-7000,Check instrument cluster connectors for corrosion. Test cluster power and ground circuits. Repair solder joints. Replace cluster if circuit board failed.,"Maruti Swift,Hyundai i10,Honda Amaze,Tata Tiago"
F0167,Car,Electrical,instrument cluster flickering and gauges acting erratic,Instrument Cluster Fault,,0.77,Medium,P-062,3,3000-7000,Check instrument cluster connectors for corrosion. Test cluster power and ground circuits. Repair solder joints. Replace cluster if circuit board failed.,"Maruti Swift,Hyundai i10,Honda Amaze,Tata Tiago"
F0168,Car,Electrical,speedometer and fuel gauge not working properly,Instrument Cluster Fault,,0.77,Medium,P-062,3,3000-7000,Check instrument cluster connectors for corrosion. Test cluster power and ground circuits. Repair solder joints. Replace cluster if circuit board failed.,"Maruti Swift,Hyundai i10,Honda Amaze,Tata Tiago"
F0169,Car,Electrical,wiper motor not working wipers stuck,Wiper Motor or Linkage Failure,,0.82,Medium,P-063,1.5,1500-3000,Test wiper motor with direct power. If motor works check linkage mechanism for loose or broken joints. Replace motor or repair linkage.,"Maruti WagonR,Hyundai Verna,Honda City,Tata Tigor"
F0170,Car,Electrical,front wipers stopped moving in rain,Wiper Motor or Linkage Failure,,0.82,Medium,P-063,1.5,1500-3000,Test wiper motor with direct power. If motor works check linkage mechanism for loose or broken joints. Replace motor or repair linkage.,"Maruti WagonR,Hyundai Verna,Honda City,Tata Tigor"
F0171,Car,Electrical,wiper motor running but blades not moving,Wiper Motor or Linkage Failure,,0.82,Medium,P-063,1.5,1500-3000,Test wiper motor with direct power. If motor works check linkage mechanism for loose or broken joints. Replace motor or repair linkage.,"Maruti WagonR,Hyundai Verna,Honda City,Tata Tigor"
F0172,Car,Electrical,horn not working when pressing steering,Horn or Horn Relay Failure,,0.8,Low,P-064,0.5,500-1500,Test horn with direct power to check horn unit. Check horn relay in fuse box. Inspect steering clock spring if steering mounted switch. Replace faulty part.,"Maruti Alto,Hyundai i10,Tata Tiago,Honda Amaze"
F0173,Car,Electrical,car horn makes weak sound or no sound,Horn or Horn Relay Failure,,0.8,Low,P-064,0.5,500-1500,Test horn with direct power to check horn unit. Check horn relay in fuse box. Inspect steering clock spring if steering mounted switch. Replace faulty part.,"Maruti Alto,Hyundai i10,Tata Tiago,Honda Amaze"
F0174,Car,Electrical,horn stopped working completely,Horn or Horn Relay Failure,,0.8,Low,P-064,0.5,500-1500,Test horn with direct power to check horn unit. Check horn relay in fuse box. Inspect steering clock spring if steering mounted switch. Replace faulty part.,"Maruti Alto,Hyundai i10,Tata Tiago,Honda Amaze"
F0175,Car,Electrical,car immobilizer activated wont allow starting,Immobilizer Transponder Issue,,0.81,High,P-065,2,3000-6000,Try spare key to confirm transponder issue. Check key battery. Reprogram key with diagnostic tool. Replace key transponder if damaged.,"Maruti Swift,Hyundai Creta,Honda City,Kia Seltos"
F0176,Car,Electrical,key not recognized by immobilizer system,Immobilizer Transponder Issue,,0.81,High,P-065,2,3000-6000,Try spare key to confirm transponder issue. Check key battery. Reprogram key with diagnostic tool. Replace key transponder if damaged.,"Maruti Swift,Hyundai Creta,Honda City,Kia Seltos"
F0177,Car,Electrical,immobilizer light blinking car wont start,Immobilizer Transponder Issue,,0.81,High,P-065,2,3000-6000,Try spare key to confirm transponder issue. Check key battery. Reprogram key with diagnostic tool. Replace key transponder if damaged.,"Maruti Swift,Hyundai Creta,Honda City,Kia Seltos"
F0178,Car,Electrical,oxygen sensor light on poor fuel economy,Oxygen Sensor Failure,"P0130,P0135,P0136",0.83,Medium,P-066,1,2000-4000,Read fault codes to identify which O2 sensor. Check sensor wiring. Replace failed oxygen sensor. Clear codes and verify fuel trim readings.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0179,Car,Electrical,O2 sensor failure code with increased fuel consumption,Oxygen Sensor Failure,"P0130,P0135,P0136",0.83,Medium,P-066,1,2000-4000,Read fault codes to identify which O2 sensor. Check sensor wiring. Replace failed oxygen sensor. Clear codes and verify fuel trim readings.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0180,Car,Electrical,check engine light with oxygen sensor code,Oxygen Sensor Failure,"P0130,P0135,P0136",0.83,Medium,P-066,1,2000-4000,Read fault codes to identify which O2 sensor. Check sensor wiring. Replace failed oxygen sensor. Clear codes and verify fuel trim readings.,"Maruti Swift,Hyundai i20,Honda City,Tata Nexon"
F0181,Car,Electrical,MAP sensor or MAF sensor fault code stored,Mass Air Flow Sensor Fault,"P0100,P0101,P0102",0.81,Medium,P-067,1,2500-5000,Read fault codes. Remove and clean MAF sensor with MAF cleaner spray. If fault persists replace MAF sensor. Check air filter condition.,"Maruti Baleno,Hyundai Creta,Kia Seltos,Honda City"
F0182,Car,Electrical,engine light on with airflow sensor reading incorrect,Mass Air Flow Sensor Fault,"P0100,P0101,P0102",0.81,Medium,P-067,1,2500-5000,Read fault codes. Remove and clean MAF sensor with MAF cleaner spray. If fault persists replace MAF sensor. Check air filter condition.,"Maruti Baleno,Hyundai Creta,Kia Seltos,Honda City"
F0183,Car,Electrical,intake air sensor failure causing rough running,Mass Air Flow Sensor Fault,"P0100,P0101,P0102",0.81,Medium,P-067,1,2500-5000,Read fault codes. Remove and clean MAF sensor with MAF cleaner spray. If fault persists replace MAF sensor. Check air filter condition.,"Maruti Baleno,Hyundai Creta,Kia Seltos,Honda City"
